Freq.	V(vout2)/I(vs)
1.94984459975800e+005	(7.37741949125589e+001dB,-3.97441004878193e+000°)
1.99526231496884e+005	(7.37746911788905e+001dB,-4.06755077552886e+000°)
2.04173794466949e+005	(7.37752105750770e+001dB,-4.16288864930137e+000°)
2.08929613085400e+005	(7.37757541662223e+001dB,-4.26047711439644e+000°)
2.13796208950219e+005	(7.37763230650781e+001dB,-4.36037101521319e+000°)
2.18776162394951e+005	(7.37769184342922e+001dB,-4.46262664049420e+000°)
2.23872113856829e+005	(7.37775414882645e+001dB,-4.56730176874420e+000°)
2.29086765276772e+005	(7.37781934954643e+001dB,-4.67445571588185e+000°)
2.34422881531987e+005	(7.37788757806028e+001dB,-4.78414938510266e+000°)
2.39883291901944e+005	(7.37795897270092e+001dB,-4.89644531877307e+000°)
2.45470891568498e+005	(7.37803367788147e+001dB,-5.01140775171219e+000°)
2.51188643150953e+005	(7.37811184436884e+001dB,-5.12910266866107e+000°)
2.57039578276881e+005	(7.37819362951752e+001dB,-5.24959786263606e+000°)
2.63026799189533e+005	(7.37827919753300e+001dB,-5.37296299671067e+000°)
2.69153480392686e+005	(7.37836871974822e+001dB,-5.49926966856516e+000°)
2.75422870333811e+005	(7.37846237488428e+001dB,-5.62859147760645e+000°)
2.81838293126439e+005	(7.37856034934838e+001dB,-5.76100409641282e+000°)
2.88403150312654e+005	(7.37866283751373e+001dB,-5.89658534366726e+000°)
2.95120922666632e+005	(7.37877004201343e+001dB,-6.03541526252499e+000°)
3.01995172040195e+005	(7.37888217404441e+001dB,-6.17757620156169e+000°)
3.09029543251352e+005	(7.37899945367577e+001dB,-6.32315289987945e+000°)
3.16227766016831e+005	(7.37912211015964e+001dB,-6.47223257696986e+000°)
3.23593656929621e+005	(7.37925038224508e+001dB,-6.62490502675483e+000°)
3.31131121482584e+005	(7.37938451849139e+001dB,-6.78126271593762e+000°)
3.38844156139195e+005	(7.37952477760461e+001dB,-6.94140088849588e+000°)
3.46736850452524e+005	(7.37967142874425e+001dB,-7.10541767441365e+000°)
3.54813389233568e+005	(7.37982475184603e+001dB,-7.27341420458730e+000°)
3.63078054770093e+005	(7.37998503795258e+001dB,-7.44549473234729e+000°)
3.71535229097164e+005	(7.38015258951745e+001dB,-7.62176675982342e+000°)
3.80189396320553e+005	(7.38032772072160e+001dB,-7.80234117332358e+000°)
3.89045144994272e+005	(7.38051075777141e+001dB,-7.98733238474915e+000°)
3.98107170553488e+005	(7.38070203918564e+001dB,-8.17685847967701e+000°)
4.07380277804104e+005	(7.38090191608271e+001dB,-8.37104137661664e+000°)
4.16869383470326e+005	(7.38111075242270e+001dB,-8.57000699116215e+000°)
4.26579518801583e+005	(7.38132892525948e+001dB,-8.77388541413818e+000°)
4.36515832240156e+005	(7.38155682493592e+001dB,-8.98281109398821e+000°)
4.46683592150953e+005	(7.38179485527811e+001dB,-9.19692303533526e+000°)
4.57088189614865e+005	(7.38204343372649e+001dB,-9.41636500535131e+000°)
4.67735141287188e+005	(7.38230299142795e+001dB,-9.64128575059370e+000°)
4.78630092322628e+005	(7.38257397329485e+001dB,-9.87183923138130e+000°)
4.89778819368435e+005	(7.38285683799223e+001dB,-1.01081848665294e+001°)
5.01187233627261e+005	(7.38315205784140e+001dB,-1.03504877910795e+001°)
5.12861383991353e+005	(7.38346011867665e+001dB,-1.05989191320873e+001°)
5.24807460249761e+005	(7.38378151959057e+001dB,-1.08536562998252e+001°)
5.37031796370241e+005	(7.38411677256820e+001dB,-1.11148832935305e+001°)
5.49540873857612e+005	(7.38446640203051e+001dB,-1.13827910299892e+001°)
5.62341325190336e+005	(7.38483094422394e+001dB,-1.16575776883380e+001°)
5.75439937337144e+005	(7.38521094646041e+001dB,-1.19394490753156e+001°)
5.88843655355575e+005	(7.38560696616127e+001dB,-1.22286190118924e+001°)
6.02559586074344e+005	(7.38601956978814e+001dB,-1.25253097497222e+001°)
6.16595001861468e+005	(7.38644933142416e+001dB,-1.28297523988338e+001°)
6.30957344480179e+005	(7.38689683122264e+001dB,-1.31421873956144e+001°)
6.45654229034641e+005	(7.38736265350560e+001dB,-1.34628649878488e+001°)
6.60693448007581e+005	(7.38784738456038e+001dB,-1.37920457539439e+001°)
6.76082975391966e+005	(7.38835161010956e+001dB,-1.41300011521922e+001°)
6.91830970918920e+005	(7.38887591231297e+001dB,-1.44770140988225e+001°)
7.07945784384122e+005	(7.38942086640816e+001dB,-1.48333795870761e+001°)
7.24435960074973e+005	(7.38998703675068e+001dB,-1.51994053322324e+001°)
7.41310241300900e+005	(7.39057497236514e+001dB,-1.55754124637732e+001°)
7.58577575029166e+005	(7.39118520181907e+001dB,-1.59617362502731e+001°)
7.76247116628674e+005	(7.39181822740193e+001dB,-1.63587268680293e+001°)
7.94328234724263e+005	(7.39247451849305e+001dB,-1.67667502095867e+001°)
8.12830516164080e+005	(7.39315450406858e+001dB,-1.71861887410555e+001°)
8.31763771102652e+005	(7.39385856419152e+001dB,-1.76174423994499e+001°)
8.51138038202357e+005	(7.39458702038826e+001dB,-1.80609295391593e+001°)
8.70963589956060e+005	(7.39534012479770e+001dB,-1.85170879251507e+001°)
8.91250938133725e+005	(7.39611804796491e+001dB,-1.89863757774529e+001°)
9.12010839355888e+005	(7.39692086505910e+001dB,-1.94692728596278e+001°)
9.33254300796969e+005	(7.39774854037669e+001dB,-1.99662816161446e+001°)
9.54992586021413e+005	(7.39860090995780e+001dB,-2.04779283571581e+001°)
9.77237220955787e+005	(7.39947766212890e+001dB,-2.10047644917528e+001°)
9.99999999999976e+005	(7.40037831556932e+001dB,-2.15473677937184e+001°)
1.02329299228073e+006	(7.40130219494583e+001dB,-2.21063437178773e+001°)
1.04712854805087e+006	(7.40224840349701e+001dB,-2.26823267362481e+001°)
1.07151930523758e+006	(7.40321579254607e+001dB,-2.32759817059042e+001°)
1.09647819614316e+006	(7.40420292738794e+001dB,-2.38880052466037e+001°)
1.12201845430194e+006	(7.40520804941159e+001dB,-2.45191271272435e+001°)
1.14815362149686e+006	(7.40622903383081e+001dB,-2.51701116276942e+001°)
1.17489755493950e+006	(7.40726334282192e+001dB,-2.58417588791918e+001°)
1.20226443461738e+006	(7.40830797346538e+001dB,-2.65349061392479e+001°)
1.23026877081235e+006	(7.40935940015482e+001dB,-2.72504289843955e+001°)
1.25892541179414e+006	(7.41041351091845e+001dB,-2.79892423856972e+001°)
1.28824955169310e+006	(7.41146553705928e+001dB,-2.87523016073861e+001°)
1.31825673855638e+006	(7.41250997595988e+001dB,-2.95406029186538e+001°)
1.34896288259162e+006	(7.41354050597526e+001dB,-3.03551840009479e+001°)
1.38038426460285e+006	(7.41454989373685e+001dB,-3.11971240599073e+001°)
1.41253754462272e+006	(7.41552989238804e+001dB,-3.20675434554974e+001°)
1.44543977074589e+006	(7.41647113164361e+001dB,-3.29676028847725e+001°)
1.47910838816817e+006	(7.41736299825580e+001dB,-3.38985018878698e+001°)
1.51356124843617e+006	(7.41819350744828e+001dB,-3.48614766268093e+001°)
1.54881661891244e+006	(7.41894916545863e+001dB,-3.58577967924391e+001°)
1.58489319246107e+006	(7.41961482288812e+001dB,-3.68887614284290e+001°)
1.62181009735889e+006	(7.42017352048632e+001dB,-3.79556935844301e+001°)
1.65958690743752e+006	(7.42060632746265e+001dB,-3.90599334985044e+001°)
1.69824365246170e+006	(7.42089217497531e+001dB,-4.02028302286868e+001°)
1.73780082874933e+006	(7.42100768610955e+001dB,-4.13857313880617e+001°)
1.77827941003888e+006	(7.42092700599833e+001dB,-4.26099708475471e+001°)
1.81970085860994e+006	(7.42062163582443e+001dB,-4.38768541521482e+001°)
1.86208713666282e+006	(7.42006027532706e+001dB,-4.51876414091839e+001°)
1.90546071796320e+006	(7.41920868037612e+001dB,-4.65435275217429e+001°)
1.94984459975800e+006	(7.41802954222150e+001dB,-4.79456195270526e+001°)
1.99526231496883e+006	(7.41648239743279e+001dB,-4.93949110347080e+001°)
2.04173794466948e+006	(7.41452357813143e+001dB,-5.08922537193096e+001°)
2.08929613085399e+006	(7.41210621331394e+001dB,-5.24383259856540e+001°)
2.13796208950218e+006	(7.40918029319112e+001dB,-5.40335990551569e+001°)
2.18776162394950e+006	(7.40569280910512e+001dB,-5.56783009489805e+001°)
2.23872113856828e+006	(7.40158798126258e+001dB,-5.73723789760310e+001°)
2.29086765276772e+006	(7.39680758607097e+001dB,-5.91154616233013e+001°)
2.34422881531986e+006	(7.39129139327086e+001dB,-6.09068209978561e+001°)
2.39883291901943e+006	(7.38497771992784e+001dB,-6.27453371537938e+001°)
2.45470891568497e+006	(7.37780410494617e+001dB,-6.46294659747366e+001°)
2.51188643150952e+006	(7.36970810185835e+001dB,-6.65572123554277e+001°)
2.57039578276880e+006	(7.36062818172430e+001dB,-6.85261106098489e+001°)
2.63026799189532e+006	(7.35050473020794e+001dB,-7.05332139334646e+001°)
2.69153480392685e+006	(7.33928111545955e+001dB,-7.25750948532865e+001°)
2.75422870333810e+006	(7.32690479501066e+001dB,-7.46478578627353e+001°)
2.81838293126438e+006	(7.31332842366871e+001dB,-7.67471655230708e+001°)
2.88403150312653e+006	(7.29851091863428e+001dB,-7.88682782950820e+001°)
2.95120922666631e+006	(7.28241843554639e+001dB,-8.10061078355082e+001°)
3.01995172040194e+006	(7.26502520946843e+001dB,-8.31552827155970e+001°)
3.09029543251351e+006	(7.24631421856795e+001dB,-8.53102246403794e+001°)
3.16227766016830e+006	(7.22627763568206e+001dB,-8.74652326184422e+001°)
3.23593656929620e+006	(7.20491704345702e+001dB,-8.96145718910836e+001°)
3.31131121482583e+006	(7.18224340058793e+001dB,-9.17525642986632e+001°)
3.38844156139194e+006	(7.15827676236040e+001dB,-9.38736761418371e+001°)
3.46736850452523e+006	(7.13304576926441e+001dB,-9.59726005734153e+001°)
3.54813389233566e+006	(7.10658693230546e+001dB,-9.80443311989996e+001°)
3.63078054770092e+006	(7.07894375255007e+001dB,-1.00084224476987e+002°)
3.71535229097163e+006	(7.05016571686600e+001dB,-1.02088049537290e+002°)
3.80189396320551e+006	(7.02030721809315e+001dB,-1.04052024227868e+002°)
3.89045144994271e+006	(6.98942644443363e+001dB,-1.05972837491805e+002°)
3.98107170553487e+006	(6.95758428082923e+001dB,-1.07847658606249e+002°)
4.07380277804102e+006	(6.92484325882669e+001dB,-1.09674134448381e+002°)
4.16869383470325e+006	(6.89126658433390e+001dB,-1.11450376354054e+002°)
4.26579518801582e+006	(6.85691726470274e+001dB,-1.13174938378051e+002°)
4.36515832240155e+006	(6.82185734893710e+001dB,-1.14846788858075e+002°)
4.46683592150952e+006	(6.78614728710381e+001dB,-1.16465277192899e+002°)
4.57088189614863e+006	(6.74984541016776e+001dB,-1.18030097513677e+002°)
4.67735141287186e+006	(6.71300752499011e+001dB,-1.19541250865159e+002°)
4.78630092322626e+006	(6.67568661632937e+001dB,-1.20999007197831e+002°)
4.89778819368433e+006	(6.63793264553094e+001dB,-1.22403868217376e+002°)
5.01187233627259e+006	(6.59979243435206e+001dB,-1.23756531874185e+002°)
5.12861383991351e+006	(6.56130961978471e+001dB,-1.25057859197658e+002°)
5.24807460249759e+006	(6.52252466964635e+001dB,-1.26308843717095e+002°)
5.37031796370239e+006	(6.48347494564136e+001dB,-1.27510583799382e+002°)
5.49540873857610e+006	(6.44419480426938e+001dB,-1.28664257915166e+002°)
5.62341325190334e+006	(6.40471572558454e+001dB,-1.29771102841953e+002°)
5.75439937337142e+006	(6.36506646253264e+001dB,-1.30832394645846e+002°)
5.88843655355574e+006	(6.32527320249902e+001dB,-1.31849432360563e+002°)
6.02559586074342e+006	(6.28535973593430e+001dB,-1.32823524122348e+002°)
6.16595001861466e+006	(6.24534762962179e+001dB,-1.33755975446472e+002°)
6.30957344480177e+006	(6.20525639610656e+001dB,-1.34648079646864e+002°)
6.45654229034639e+006	(6.16510366220045e+001dB,-1.35501109908742e+002°)
6.60693448007579e+006	(6.12490532949714e+001dB,-1.36316313021007e+002°)
6.76082975391964e+006	(6.08467572883796e+001dB,-1.37094904423325e+002°)
6.91830970918918e+006	(6.04442776622402e+001dB,-1.37838064438651e+002°)
7.07945784384119e+006	(6.00417305987425e+001dB,-1.38546935514346e+002°)
7.24435960074971e+006	(5.96392206778988e+001dB,-1.39222620330724e+002°)
7.41310241300898e+006	(5.92368420645060e+001dB,-1.39866180615252e+002°)
7.58577575029164e+006	(5.88346796078457e+001dB,-1.40478636549608e+002°)
7.76247116628671e+006	(5.84328098508794e+001dB,-1.41060966682343e+002°)
7.94328234724260e+006	(5.80313019532411e+001dB,-1.41614108255882e+002°)
8.12830516164078e+006	(5.76302185380457e+001dB,-1.42138957853726e+002°)
8.31763771102649e+006	(5.72296164665680e+001dB,-1.42636372301430e+002°)
8.51138038202354e+006	(5.68295475420010e+001dB,-1.43107169782057e+002°)
8.70963589956057e+006	(5.64300591387044e+001dB,-1.43552131138679e+002°)
8.91250938133722e+006	(5.60311947942411e+001dB,-1.43972001233439e+002°)
9.12010839355885e+006	(5.56329947179339e+001dB,-1.44367490474484e+002°)
9.33254300796966e+006	(5.52354962793327e+001dB,-1.44739276321206e+002°)
9.54992586021410e+006	(5.48387344159514e+001dB,-1.45088004917872e+002°)
9.77237220955784e+006	(5.44427420373580e+001dB,-1.45414292649846e+002°)
1.00000000000000e+007	(5.40475503591775e+001dB,-1.45718727785762e+002°)
